id,case_id,party_number,victim_role,victim_sex,victim_age,victim_degree_of_injury,victim_seating_position,victim_ejected
4555506,90087128,2,1,male,57,severe injury,1,1
4555538,90087155,2,2,female,20,no injury,3,0
4555539,90087155,3,2,female,27,no injury,3,0
4555540,90087155,3,2,male,27,no injury,6,0
4555609,90087217,1,1,male,20,other visible injury,1,1
4555632,90087229,2,1,male,43,other visible injury,1,1
4555803,90087364,2,1,male,28,complaint of pain,1,1
4555997,90087472,1,1,male,31,other visible injury,1,1
4555998,90087473,2,1,male,25,severe injury,1,1
4556014,90087485,1,1,female,23,other visible injury,1,1
4556272,90087649,2,1,male,22,complaint of pain,1,1
4556277,90087655,1,1,male,25,other visible injury,1,1
4556322,90087695,1,1,male,42,other visible injury,1,1
4556410,90087772,1,1,male,32,other visible injury,1,1
4556443,90087793,1,2,male,18,no injury,3,0
4556444,90087793,2,1,male,27,other visible injury,1,1
4556475,90087815,1,1,male,48,killed,1,1
4556476,90087815,2,1,male,40,complaint of pain,1,0
4556503,90087834,1,1,male,18,other visible injury,1,1
4556504,90087835,1,1,female,43,other visible injury,1,1
4556513,90087843,1,1,male,23,complaint of pain,1,1
4556514,90087843,2,2,female,51,no injury,3,0
4556515,90087843,2,2,male,20,no injury,4,0
4556516,90087843,2,2,female,15,no injury,6,0
4556517,90087843,2,2,female,18,no injury,5,0
4556599,90087880,1,1,male,62,other visible injury,1,1
4556611,90087889,1,1,male,31,other visible injury,1,1
4556699,90087957,1,1,male,35,other visible injury,1,1
4556722,90087970,1,1,male,40,other visible injury,1,1
4556750,90087990,1,2,female,50,no injury,3,0
4556751,90087990,2,1,male,37,complaint of pain,1,1
4556778,90088014,1,1,male,40,complaint of pain,1,1
4556868,90088075,1,1,male,28,other visible injury,1,1
4556869,90088075,2,2,female,20,no injury,3,0
4556954,90088121,2,1,male,22,other visible injury,1,0
4556975,90088133,1,1,male,35,other visible injury,1,1
4557027,90088164,1,1,male,19,severe injury,1,1
4557264,90088315,1,1,male,44,other visible injury,1,1
4557271,90088323,2,1,male,33,complaint of pain,1,1
4557479,90088497,1,1,male,31,complaint of pain,1,1
4557486,90088501,1,1,male,34,other visible injury,1,1
4557582,90088566,1,1,male,21,severe injury,1,1
4557683,90088653,2,2,male,17,no injury,3,0
4557832,90088753,1,1,male,59,killed,1,1
4557833,90088753,2,2,female,29,no injury,3,0
4557967,90088839,1,1,male,51,complaint of pain,1,1
4557968,90088839,2,2,male,24,no injury,3,0
4557969,90088839,4,2,female,73,no injury,3,0
4558145,90088986,1,1,male,46,severe injury,1,1
4558227,90089027,1,1,male,57,severe injury,1,0
4558291,90089075,1,1,male,28,complaint of pain,1,1
4558424,90089176,1,1,male,23,complaint of pain,1,1
4558439,90089184,1,1,male,31,other visible injury,1,1
4558475,90089226,1,1,male,55,other visible injury,1,1
4558511,90089268,1,1,male,55,other visible injury,1,2
4558567,90089322,1,1,male,75,complaint of pain,1,1
4558568,90089322,2,1,male,68,complaint of pain,1,1
4558623,90089384,1,1,male,26,severe injury,1,1
4558624,90089384,2,1,male,23,complaint of pain,1,1
4558720,90089463,2,1,male,30,other visible injury,1,1
4558820,90089566,1,1,male,54,other visible injury,1,1
4558826,90089569,2,1,male,28,other visible injury,1,1
4558871,90089614,1,1,male,22,other visible injury,1,1
4558879,90089623,2,1,male,33,complaint of pain,1,2
4558971,90089707,1,2,female,27,no injury,3,0
4558972,90089707,1,2,male,22,no injury,4,0
4558973,90089707,1,2,female,43,no injury,6,0
4558974,90089707,2,1,male,27,complaint of pain,1,1
4559008,90089736,1,1,male,19,complaint of pain,1,1
4559165,90089881,2,1,male,49,complaint of pain,1,1
4559256,90089964,1,1,male,48,other visible injury,1,1
4559274,90089979,1,1,male,59,complaint of pain,1,1
4559385,90090084,1,2,male,2,no injury,6,0
4559406,90090101,1,1,male,61,other visible injury,1,1
4559407,90090101,1,2,female,73,other visible injury,2,1
4559466,90090169,1,1,male,45,other visible injury,1,1
4559511,90090208,1,2,female,63,no injury,3,0
4559512,90090208,2,1,male,27,complaint of pain,1,0
4559548,90090232,2,1,male,53,complaint of pain,1,0
4559603,90090287,1,1,male,47,severe injury,1,1
4559604,90090287,1,2,female,40,other visible injury,2,1
4559678,90090347,1,1,male,28,complaint of pain,1,1
4559730,90090389,1,1,male,15,other visible injury,1,1
4559760,90090411,1,1,male,24,complaint of pain,1,0
4559761,90090411,2,2,male,20,no injury,3,0
4559785,90090442,2,1,male,39,other visible injury,1,0
4559907,90090545,2,2,female,33,no injury,3,0
4559924,90090566,2,1,male,37,severe injury,1,1
4559965,90090599,1,1,male,47,complaint of pain,1,1
4559991,90090623,1,1,male,44,complaint of pain,1,0
4560015,90090647,1,1,male,22,other visible injury,1,1
4560016,90090647,2,2,male,54,no injury,3,0
4560091,90090699,1,1,male,31,complaint of pain,1,0
4560092,90090699,2,2,female,56,complaint of pain,3,0
4560093,90090699,2,2,female,1,no injury,4,0
4560094,90090699,2,2,male,3,no injury,6,0
4560095,90090699,2,2,male,4,no injury,7,0
4560096,90090699,2,2,male,5,no injury,7,0
4560097,90090699,3,2,female,6,no injury,6,0
4560098,90090699,3,2,male,2,no injury,4,0
4560099,90090699,4,1,male,36,killed,1,1
4560241,90090804,2,1,male,52,complaint of pain,1,0
4560303,90090851,1,1,male,20,complaint of pain,1,1
4560324,90090867,1,2,female,51,other visible injury,2,1
4560609,90091131,1,1,male,27,complaint of pain,1,1
4560669,90091184,2,1,male,37,other visible injury,1,1
4560699,90091203,1,1,male,15,killed,1,1
4560750,90091248,1,1,male,54,severe injury,1,1
4560792,90091305,1,1,male,25,other visible injury,1,0
4560838,90091336,1,1,male,15,complaint of pain,1,1
4560839,90091336,2,1,male,15,other visible injury,1,1
4560840,90091337,2,1,male,25,other visible injury,1,1
4560923,90091402,2,2,female,,no injury,4,0
4560924,90091402,2,2,male,3,no injury,5,0
4560925,90091402,2,2,male,6,no injury,6,0
4561081,90091524,1,1,male,34,severe injury,1,1
4561082,90091524,2,2,female,54,no injury,3,0
4561083,90091524,3,2,female,71,no injury,4,0
4561084,90091524,3,2,male,67,no injury,3,0
4561129,90091577,2,1,male,31,other visible injury,1,1
4561302,90091681,1,1,male,32,complaint of pain,1,1
4561306,90091691,1,1,male,28,complaint of pain,1,1
4561404,90091762,1,1,male,36,other visible injury,1,1
4561414,90091769,1,1,male,39,severe injury,1,1
4561420,90091774,1,1,male,54,complaint of pain,1,0
4561452,90091803,1,1,male,66,complaint of pain,1,1
4561453,90091803,1,2,male,,no injury,6,0
4561672,90091965,1,3,male,33,severe injury,0,0
4561673,90091965,2,1,male,57,other visible injury,1,1
4561841,90092081,1,1,male,26,severe injury,1,1
4561951,90092164,1,1,male,21,complaint of pain,1,1
4562001,90092200,1,1,male,52,other visible injury,1,1
4562045,90092235,1,1,male,38,other visible injury,1,1
4562046,90092235,1,2,female,39,complaint of pain,2,1
4562250,90092402,1,1,male,21,severe injury,1,1
4562370,90092533,2,1,male,26,other visible injury,1,1
4562453,90092600,2,1,male,36,complaint of pain,1,1
4562472,90092611,1,1,male,51,severe injury,1,1
4562673,90092796,1,1,male,53,killed,1,1
4562767,90092850,1,2,male,22,no injury,3,0
4562768,90092850,1,1,male,25,complaint of pain,1,0
4562786,90092866,2,1,male,40,complaint of pain,1,1
4562915,90092982,2,1,male,67,other visible injury,1,0
4562945,90093009,2,1,male,20,other visible injury,1,1
4562958,90093025,1,1,male,21,complaint of pain,1,1
4562983,90093043,2,2,male,21,no injury,3,0
4563137,90093183,2,1,male,37,other visible injury,1,0
4563170,90093211,1,1,male,46,severe injury,1,1
4563187,90093227,1,1,female,48,other visible injury,1,1
4563188,90093227,2,1,male,40,other visible injury,1,1
4563189,90093227,3,1,male,56,other visible injury,1,1
4563190,90093227,3,2,female,51,other visible injury,2,1
4563258,90093289,2,1,male,57,other visible injury,1,0
4563279,90093303,2,1,male,24,complaint of pain,1,1
4563329,90093355,1,1,male,29,other visible injury,1,1
4563427,90093439,1,2,male,22,no injury,2,0
4563428,90093439,2,2,male,3,no injury,6,0
4563429,90093439,2,2,female,4,no injury,4,0
4563455,90093464,1,1,male,19,other visible injury,1,1
4563514,90093502,1,1,male,47,other visible injury,1,1
4563560,90093546,1,1,male,26,complaint of pain,1,0
4563566,90093553,1,1,male,31,other visible injury,1,1
4563567,90093553,2,2,female,33,no injury,3,0
4563568,90093553,3,2,male,20,no injury,3,0
4563569,90093553,3,2,female,48,no injury,6,0
4563617,90093623,1,1,female,27,other visible injury,1,1
4563640,90093644,1,1,male,25,other visible injury,1,0
4563674,90093674,1,1,male,37,other visible injury,1,1
4563675,90093674,2,2,female,37,no injury,3,0
4563690,90093692,1,1,male,44,severe injury,1,1
4563691,90093692,3,2,male,34,no injury,3,0
4563692,90093692,3,2,female,8,no injury,6,0
4563756,90093757,1,1,male,57,severe injury,1,1
4563818,90093800,2,1,male,37,complaint of pain,1,2
4563951,90093926,2,1,male,53,severe injury,1,1
4563952,90093926,2,2,female,53,other visible injury,2,1
4564069,90094023,2,1,male,48,complaint of pain,1,1
4564091,90094051,1,1,male,30,other visible injury,1,0
4564105,90094063,1,2,female,38,no injury,3,0
4564106,90094063,1,2,female,60,no injury,6,0
4564107,90094063,2,1,male,58,other visible injury,1,1
4564196,90094131,1,1,male,31,killed,1,1
4564286,90094206,1,2,female,23,other visible injury,2,1
4564287,90094206,1,1,male,29,complaint of pain,1,1
4564288,90094206,2,2,male,4,no injury,3,0
4564297,90094228,2,1,male,18,complaint of pain,1,1
4564318,90094244,1,1,male,21,killed,1,1
4564383,90094318,1,1,male,20,killed,1,2
4564461,90094386,2,1,male,45,other visible injury,1,1
4564497,90094429,1,1,male,30,complaint of pain,1,1
4564548,90094490,2,1,male,25,other visible injury,1,2
4564635,90094574,2,1,male,22,complaint of pain,1,1
4564636,90094574,3,2,male,72,no injury,1,0
4564637,90094574,3,2,female,49,no injury,3,0
4564669,90094602,1,2,male,,no injury,5,0
4564670,90094602,1,2,female,26,other visible injury,3,0
4564671,90094602,2,1,male,38,killed,1,1
4564735,90094653,1,1,male,20,other visible injury,1,1
4564866,90094773,1,2,female,44,no injury,4,0
4564867,90094773,1,2,female,27,no injury,6,0
4564868,90094773,2,1,male,27,complaint of pain,1,1
4564947,90094852,2,2,female,27,no injury,6,0
4565007,90094895,2,1,male,53,other visible injury,1,1
4565038,90094918,1,1,male,24,killed,1,1
4565048,90094929,1,1,male,27,other visible injury,1,1
4565121,90094999,1,1,male,33,severe injury,1,1
4565252,90095132,1,1,male,31,severe injury,1,1
4565284,90095162,1,1,male,31,other visible injury,1,1
4565339,90095199,2,1,male,55,other visible injury,1,1
4565340,90095199,2,2,female,32,other visible injury,2,1
4565422,90095268,1,2,female,59,no injury,4,0
4565423,90095268,2,1,male,41,complaint of pain,1,1
4565430,90095277,1,1,male,28,other visible injury,1,1
4565503,90095339,2,1,male,20,other visible injury,1,1
4565557,90095378,1,1,male,34,other visible injury,1,1
4565558,90095378,2,2,male,51,no injury,3,0
4565559,90095378,2,2,female,46,no injury,4,0
4565560,90095378,2,2,male,20,no injury,6,0
4565572,90095395,1,1,male,56,other visible injury,1,1
4565720,90095527,2,1,female,56,other visible injury,1,1
4565874,90095634,2,1,male,32,complaint of pain,1,1
4565940,90095692,1,1,female,50,other visible injury,1,0
4565941,90095692,2,1,male,59,other visible injury,1,1
4566075,90095800,1,2,male,50,no injury,3,0
4566076,90095800,1,2,male,29,no injury,4,0
4566077,90095800,2,1,male,50,other visible injury,1,0
4566080,90095803,1,2,female,42,no injury,3,0
4566081,90095803,3,1,male,28,other visible injury,1,1
4566235,90095923,1,1,male,19,other visible injury,1,1
4566294,90095972,3,1,male,27,complaint of pain,1,1
4566355,90096021,1,2,female,15,no injury,3,0
4566356,90096021,1,2,male,8,no injury,4,0
4566357,90096021,1,2,female,5,no injury,6,0
4566358,90096021,2,1,male,32,complaint of pain,1,1
4566366,90096027,1,1,male,22,complaint of pain,1,1
4566378,90096054,1,1,male,25,other visible injury,1,1
4566381,90096057,1,1,male,31,other visible injury,1,1
4566444,90096116,1,1,male,64,complaint of pain,1,1
4566528,90096198,1,2,male,24,no injury,3,0
4566529,90096198,1,2,female,23,no injury,6,0
4566530,90096198,2,1,male,38,complaint of pain,1,1
4566576,90096244,1,1,male,54,complaint of pain,1,1
4566630,90096307,1,1,male,23,other visible injury,1,1
4566678,90096358,1,1,male,44,killed,1,1
4566679,90096358,2,2,male,14,no injury,3,0
4566773,90096450,1,1,male,16,other visible injury,1,0
4566798,90096470,1,1,male,41,severe injury,1,1
4566916,90096586,1,1,male,33,killed,1,1
4566917,90096586,2,2,female,,no injury,5,0
4566918,90096586,2,2,female,19,no injury,4,0
4567066,90096681,1,1,male,44,severe injury,1,1
4567085,90096695,1,1,male,25,severe injury,1,1
4567108,90096721,2,1,male,47,complaint of pain,1,0
4567184,90096789,2,1,male,32,other visible injury,1,1
4567193,90096794,2,1,male,29,other visible injury,1,1
4567226,90096825,1,2,male,50,no injury,3,0
4567227,90096825,1,2,female,6,no injury,6,0
4567228,90096825,2,1,male,28,complaint of pain,1,1
4567329,90096912,1,1,male,41,complaint of pain,1,1
4567390,90096974,1,1,male,31,other visible injury,1,1
4567391,90096974,2,2,male,15,no injury,3,0
4567392,90096974,2,2,male,13,no injury,6,0
4567393,90096974,3,2,female,48,no injury,3,0
4567403,90096979,1,1,male,70,killed,1,1
4567431,90097007,1,1,female,51,complaint of pain,1,0
4567432,90097007,1,2,female,74,complaint of pain,3,0
4567433,90097007,1,2,male,76,complaint of pain,6,0
4567434,90097007,2,1,male,30,other visible injury,1,1
4567594,90097128,1,1,male,41,severe injury,1,0
4567628,90097154,1,1,male,25,other visible injury,1,1
4567629,90097154,2,2,female,61,no injury,3,0
4567630,90097156,1,2,male,7,no injury,4,0
4567678,90097190,2,1,male,66,complaint of pain,1,2
4567821,90097308,1,1,male,29,other visible injury,1,1
4567856,90097335,1,2,male,12,no injury,6,0
4567857,90097335,1,2,male,41,no injury,3,0
4567858,90097335,2,1,female,23,other visible injury,1,1
4567875,90097359,5,1,female,22,other visible injury,1,0
4567876,90097359,5,2,female,58,no injury,3,0
4567877,90097359,5,2,female,20,no injury,4,0
4567878,90097359,6,1,female,41,complaint of pain,1,0
4567879,90097359,6,2,male,7,no injury,4,0
4567880,90097359,6,2,female,4,no injury,6,0
4568069,90097522,1,1,male,26,other visible injury,1,0
4568150,90097593,1,1,male,56,severe injury,1,1
4568197,90097630,1,1,male,49,complaint of pain,1,0
4568250,90097673,1,1,male,19,other visible injury,1,1
4568251,90097673,2,2,female,51,no injury,3,0
4568255,90097682,1,1,male,19,severe injury,1,1
4568393,90097817,1,1,male,25,complaint of pain,1,1
4568399,90097822,1,1,male,48,complaint of pain,1,1
4568409,90097833,1,1,male,26,complaint of pain,1,0
4568552,90097930,1,1,female,27,other visible injury,1,1
4568593,90097965,1,1,male,43,other visible injury,1,1
4568594,90097965,2,1,female,43,complaint of pain,1,0
4568595,90097965,2,2,male,50,no injury,4,0
4568596,90097965,2,2,male,9,no injury,6,0
4568633,90097992,1,1,male,41,severe injury,1,1
4568745,90098082,2,2,male,18,no injury,4,0
4568746,90098082,2,2,female,16,no injury,3,0
4568750,90098086,1,1,male,33,complaint of pain,1,1
4568806,90098138,1,1,male,45,killed,1,1
4568815,90098147,1,1,female,30,severe injury,1,1
4568840,90098174,1,1,male,28,other visible injury,1,1
4568845,90098178,2,1,male,22,other visible injury,1,1
4568908,90098217,1,1,male,48,complaint of pain,1,1
4568974,90098286,2,1,male,52,other visible injury,1,0
4569130,90098412,2,1,male,27,complaint of pain,1,0
4569135,90098422,1,1,male,31,other visible injury,1,1
4569143,90098439,1,1,male,78,severe injury,1,1
4569268,90098540,2,1,male,26,complaint of pain,1,1
4569270,90098543,1,1,male,43,other visible injury,1,0
4569271,90098543,1,2,female,38,no injury,3,0
4569272,90098543,1,2,,15,complaint of pain,6,0
4569273,90098543,2,1,male,45,other visible injury,1,0
4569278,90098554,1,1,male,20,killed,1,1
4569287,90098562,1,1,male,32,complaint of pain,1,1
4569486,90098736,1,1,female,22,complaint of pain,1,1
4569541,90098779,1,1,female,26,other visible injury,1,0
4569542,90098780,1,1,male,29,other visible injury,1,1
4569752,90098927,2,2,female,33,no injury,3,0
4569938,90099051,2,1,male,35,other visible injury,1,1
4569939,90099055,1,1,male,20,other visible injury,1,0
4569972,90099081,1,1,male,25,other visible injury,1,1
4569988,90099087,2,2,female,17,no injury,3,0
4570013,90099118,1,2,female,27,no injury,3,0
4570021,90099124,1,1,male,24,complaint of pain,1,0
4570026,90099128,2,1,male,21,other visible injury,1,0
4570398,90099429,1,1,male,27,other visible injury,1,1
4570417,90099445,3,1,male,37,other visible injury,1,1
4570432,90099465,1,1,male,24,severe injury,1,1
4570473,90099502,1,1,male,24,other visible injury,1,0
4570568,90099564,1,1,male,35,other visible injury,1,1
4570732,90099668,1,2,male,61,no injury,3,0
4570733,90099668,2,2,female,41,no injury,3,0
4570827,90099747,2,1,male,38,complaint of pain,1,0
4570924,90099852,1,1,male,25,other visible injury,1,0
4570988,90099901,1,1,male,25,killed,1,1
4570989,90099901,2,2,female,67,no injury,3,0
4571046,90099954,1,1,male,52,complaint of pain,1,1
4571115,90100003,1,1,male,23,severe injury,1,1
4571190,90100076,2,1,male,32,complaint of pain,1,1
4571216,90100099,1,1,male,23,other visible injury,1,0
4571217,90100099,2,2,male,63,other visible injury,1,0
4571239,90100118,1,1,male,48,complaint of pain,1,1
4571317,90100195,1,2,female,21,no injury,2,0
4571318,90100195,2,1,male,20,complaint of pain,1,0
4571427,90100282,1,2,male,19,no injury,3,0
4571428,90100282,2,1,male,66,complaint of pain,1,0
4571473,90100314,1,1,male,44,other visible injury,1,1
4571491,90100327,1,1,male,23,severe injury,1,1
4571492,90100327,2,2,female,26,no injury,3,0
4571559,90100404,1,1,male,27,other visible injury,1,1
4571601,90100445,1,2,female,22,no injury,3,0
4571699,90100518,1,2,male,13,no injury,3,0
4571700,90100518,1,2,female,13,no injury,4,0
4571701,90100518,1,2,female,13,no injury,6,0
4571702,90100518,2,1,male,49,complaint of pain,1,1
4571750,90100550,1,1,male,25,severe injury,1,1
4571751,90100550,2,2,female,20,no injury,3,0
4571793,90100570,1,1,male,37,complaint of pain,1,2
4571865,90100633,1,1,male,58,other visible injury,1,1
4571906,90100678,1,1,male,28,complaint of pain,1,1
4571933,90100697,1,2,male,18,no injury,3,0
4571934,90100697,2,1,male,40,complaint of pain,1,0
4572037,90100801,1,1,male,24,other visible injury,1,1
4572038,90100801,1,2,male,23,no injury,2,0
4572140,90100906,1,1,male,26,other visible injury,1,2
4572277,90101010,1,1,male,68,killed,1,1
4572278,90101010,1,2,male,10,no injury,4,0
4572279,90101010,2,2,female,36,no injury,3,0
4572280,90101010,2,2,female,12,no injury,5,0
4572356,90101069,1,1,male,35,complaint of pain,1,1
4572401,90101095,1,1,female,31,other visible injury,1,1
4572407,90101098,2,1,male,63,other visible injury,1,1
4572571,90101217,2,1,male,25,complaint of pain,1,1
4572667,90101295,1,2,male,11,no injury,0,0
4572668,90101295,1,2,female,12,no injury,0,0
4572669,90101295,1,2,female,11,no injury,0,0
4572670,90101295,1,2,male,,no injury,0,0
4572671,90101295,2,1,male,27,killed,1,1
4572676,90101303,2,1,male,27,complaint of pain,1,0
4572724,90101333,1,1,male,46,severe injury,1,1
4572725,90101333,2,2,female,33,no injury,3,0
4572726,90101333,2,2,male,5,no injury,4,0
4572727,90101333,2,2,male,,no injury,6,0
4572733,90101337,1,1,male,46,other visible injury,1,1
4572774,90101370,2,1,male,41,other visible injury,1,1
4572798,90101387,1,1,male,68,severe injury,1,0
4572926,90101526,1,2,female,26,no injury,3,0
4572927,90101526,2,1,male,36,severe injury,1,1
4572939,90101534,1,1,male,60,severe injury,1,1
4572940,90101535,3,1,male,27,complaint of pain,1,1
4572976,90101562,1,1,male,27,complaint of pain,1,1
4572997,90101586,2,1,male,39,other visible injury,1,1
4573063,90101647,2,1,male,56,severe injury,1,1
4573174,90101756,1,1,male,35,complaint of pain,1,1
4573238,90101824,2,1,male,20,complaint of pain,1,1
4573318,90101893,1,1,male,49,other visible injury,1,1
4573338,90101904,1,1,female,45,severe injury,1,2
4573352,90101925,1,1,male,45,severe injury,1,1
4573441,90101994,2,1,male,27,other visible injury,1,1
4573571,90102094,1,1,male,23,complaint of pain,1,0
4573572,90102094,2,1,male,34,severe injury,1,1
4573615,90102120,1,2,male,65,no injury,3,0
4573616,90102120,1,2,female,62,no injury,4,0
4573617,90102120,2,1,male,34,complaint of pain,1,1
4573618,90102120,3,2,male,27,no injury,3,0
4573714,90102193,1,1,male,28,other visible injury,1,1
4573718,90102196,1,1,male,26,other visible injury,1,1
4573868,90102307,2,1,male,53,complaint of pain,1,1
4573972,90102386,2,2,female,47,complaint of pain,2,1
4574086,90102478,1,1,female,19,complaint of pain,1,0
4574087,90102478,2,1,male,21,complaint of pain,1,1
4574118,90102506,2,2,female,50,no injury,3,0
4574119,90102507,1,2,female,18,no injury,3,0
4574120,90102507,2,1,male,26,other visible injury,1,0
4574128,90102517,2,1,male,21,severe injury,1,1
4574149,90102536,1,1,male,80,killed,1,1
4574150,90102536,2,2,female,23,no injury,3,0
4574162,90102542,1,1,male,35,complaint of pain,1,2
4574243,90102604,1,1,male,64,complaint of pain,1,0
4574257,90102621,2,1,male,34,other visible injury,1,1
4574277,90102633,1,1,male,55,other visible injury,1,1
4574410,90102733,1,1,male,20,other visible injury,1,1
4574411,90102733,2,1,male,26,other visible injury,1,1
4574595,90102894,2,1,female,32,complaint of pain,1,2
4574612,90102905,2,1,male,31,complaint of pain,1,1
4574663,90102950,1,1,male,33,severe injury,1,1
4574747,90103025,1,1,male,54,complaint of pain,1,1
4574748,90103025,2,2,female,62,no injury,3,0
4574763,90103033,1,1,male,22,other visible injury,1,0
4574817,90103084,1,1,male,39,other visible injury,1,1
4574818,90103085,1,2,female,30,no injury,3,0
4574819,90103085,2,1,female,23,complaint of pain,1,1
4574845,90103107,1,1,male,24,other visible injury,1,1
4574947,90103187,1,1,male,36,severe injury,1,1
4574961,90103206,2,1,male,27,other visible injury,1,1
4575052,90103288,2,1,male,50,other visible injury,1,1
4575053,90103288,2,2,female,50,other visible injury,2,0
4575170,90103395,1,1,male,25,other visible injury,1,1
4575185,90103410,1,1,male,51,severe injury,1,1
4575233,90103429,1,1,male,39,other visible injury,1,1
4575260,90103455,1,1,male,35,complaint of pain,1,0
4575261,90103455,2,1,female,28,complaint of pain,1,0
4575291,90103488,1,1,male,61,killed,1,1
4575292,90103488,1,2,female,64,killed,2,1
4575293,90103488,2,2,male,57,no injury,3,0
4575294,90103488,2,2,female,9,no injury,6,0
4575328,90103514,1,2,male,26,no injury,3,0
4575329,90103514,1,2,male,56,no injury,6,0
4575376,90103568,2,1,male,45,other visible injury,1,1
4575455,90103643,1,1,male,20,complaint of pain,1,2
4575551,90103725,2,1,male,33,severe injury,1,1
4575552,90103725,3,2,male,58,no injury,3,0
4575677,90103835,3,1,male,26,complaint of pain,1,1
4575741,90103890,1,1,male,21,other visible injury,1,1
4575874,90104026,2,1,male,35,complaint of pain,1,1
4575916,90104061,1,1,male,63,complaint of pain,1,1
4576117,90104240,1,2,male,23,no injury,3,0
4576118,90104240,2,1,male,51,severe injury,1,0
4576143,90104266,2,2,female,65,no injury,3,0
4576144,90104266,3,1,male,40,severe injury,1,1
4576155,90104279,2,1,male,20,severe injury,1,1
4576203,90104331,1,1,male,21,other visible injury,1,1
4576204,90104332,1,1,male,26,other visible injury,1,0
4576207,90104338,1,1,male,55,complaint of pain,1,0
4576208,90104338,2,2,female,64,no injury,3,0
4576214,90104343,2,1,male,25,other visible injury,1,1
4576235,90104365,2,1,male,69,complaint of pain,1,1
4576372,90104488,1,1,female,42,complaint of pain,1,0
4576373,90104488,2,2,female,27,no injury,3,0
4576422,90104525,2,1,male,32,other visible injury,1,0
4576479,90104572,1,1,male,29,complaint of pain,1,1
4576557,90104664,2,1,male,22,other visible injury,1,0
4576710,90104797,1,1,male,26,severe injury,1,3
4576720,90104807,2,1,male,25,complaint of pain,1,1
4576792,90104854,1,1,male,34,complaint of pain,1,0
4576793,90104854,3,1,male,43,complaint of pain,1,1
4576898,90104920,1,1,male,29,other visible injury,1,1
4576900,90104922,2,1,male,27,complaint of pain,1,1
4576905,90104925,1,1,male,19,complaint of pain,1,2
4576985,90104984,1,1,male,57,complaint of pain,1,1
4576993,90104988,2,1,male,27,complaint of pain,1,0
4577028,90105017,1,1,male,49,other visible injury,1,1
4577041,90105031,1,1,male,49,complaint of pain,1,3
4577075,90105065,2,1,male,48,complaint of pain,1,1
4577136,90105121,1,1,male,42,complaint of pain,1,1
4577138,90105124,1,1,male,28,other visible injury,1,1
4577202,90105166,1,1,female,43,severe injury,1,1
4577242,90105198,1,1,male,20,severe injury,1,1
4577252,90105207,1,1,male,26,complaint of pain,1,1
4577362,90105261,1,1,male,35,complaint of pain,1,0
4577437,90105330,2,1,male,42,complaint of pain,1,0
4577487,90105361,1,1,male,28,other visible injury,1,1
4577671,90105527,2,1,male,43,complaint of pain,1,1
4577728,90105582,2,1,male,21,complaint of pain,1,0
4577776,90105634,2,1,male,22,complaint of pain,1,1
4577795,90105656,2,1,male,22,complaint of pain,1,1
4577934,90105761,1,1,female,20,other visible injury,1,1
4578058,90105856,1,1,male,46,severe injury,1,1
4578059,90105856,2,1,male,45,other visible injury,1,0
4578060,90105858,2,1,male,24,severe injury,1,1
4578080,90105875,1,1,male,23,other visible injury,1,1
4578081,90105875,1,2,female,19,other visible injury,2,1
4578146,90105950,1,2,female,11,no injury,4,0
4578147,90105950,1,2,male,6,no injury,5,0
4578148,90105950,1,2,male,13,no injury,6,0
4578149,90105950,2,1,male,23,other visible injury,1,1
4578309,90106082,2,1,male,42,complaint of pain,1,1
4578373,90106143,1,1,male,48,complaint of pain,1,1
4578449,90106222,1,2,male,18,no injury,3,0
4578450,90106222,1,2,male,20,no injury,6,0
4578455,90106226,1,1,male,26,other visible injury,1,1
4578478,90106248,1,1,female,18,complaint of pain,1,0
4578479,90106248,2,1,female,49,severe injury,1,1
4578480,90106248,3,2,female,70,no injury,3,0
4578517,90106289,1,1,male,58,complaint of pain,1,1
4578519,90106291,1,1,male,54,other visible injury,1,1
4578585,90106354,1,1,female,47,killed,1,1
4578586,90106354,2,2,female,16,no injury,4,0
4578587,90106354,2,2,female,7,no injury,5,0
4578588,90106354,2,2,female,38,no injury,6,0
4578589,90106354,2,2,male,10,no injury,8,0
4578590,90106354,2,2,female,38,no injury,3,0
4578605,90106368,1,1,male,23,complaint of pain,1,1
4578648,90106411,1,1,male,25,other visible injury,1,1
4578655,90106421,1,1,male,20,complaint of pain,1,1
4578679,90106434,3,1,male,61,complaint of pain,1,1
4578708,90106470,1,2,female,41,no injury,3,0
4578709,90106470,2,1,male,30,complaint of pain,1,1
4578715,90106477,1,1,male,67,other visible injury,1,1
4578849,90106601,2,1,male,34,other visible injury,1,1
4578855,90106607,2,1,male,46,other visible injury,1,1
4578869,90106620,1,1,male,23,complaint of pain,1,1
4578870,90106620,2,2,female,32,no injury,3,0
4578871,90106620,2,2,male,,no injury,6,0
4578872,90106620,3,1,male,31,complaint of pain,1,0
4578888,90106637,3,1,female,37,complaint of pain,1,1
4578925,90106676,1,1,male,38,complaint of pain,1,1
4578933,90106688,1,1,female,30,other visible injury,1,1
4578934,90106690,2,1,male,22,other visible injury,1,1
4579036,90106798,1,1,male,40,other visible injury,1,1
4579037,90106802,1,1,male,51,complaint of pain,1,1
4579059,90106831,1,1,male,30,complaint of pain,1,1
4579072,90106850,1,1,male,50,complaint of pain,1,1
4579073,90106851,1,1,male,43,severe injury,1,1
